geneName	BMR1	BMR2	BMR3	BMR4	BMR5	BMR6	BMC1	BMC2	BMC3	BMC4	BMC5	BMC6
Olfr356	0	0	0	0	0	0	0	0	0	0	0	0
Olfr357	0	0	0	0	0	0	0	0	0	0	0	0
Olfr358	0	0	0	0	0	0	0	0	0	0	0	0
Olfr360	0	0	0	0	0	0	0	0	0	0	0	0
Olfr361	0	0	0	0	0	0	0	0	0	0	0	0
Olfr362	0	0	0	0	0	0	0	0	0	0	0	0
Olfr365	0	0	0	0	0	0	0	0	0	0	0	0
Olfr366	0	0	0	0	0	0	0	0	0	0	0	0
Olfr367-ps	0	0	0	0	0	0	0	0	0	0	0	0
Olfr368	0	0	0	0	0	0	0	0	0	0	0	0
Olfr370	0	0	0	0	0	0	0	0	0	0	0	0
Olfr371	0	0	0	0	0	0	0	0	0	0	0	0
Olfr372	1	0	1	1	1	1	0	0	0	0	1	0
Olfr373	0	0	0	0	0	0	0	0	0	0	0	0
Olfr374	0	1	1	0	1	1	0	0	2	1	0	1
Olfr376	0	0	0	0	0	0	0	0	0	0	0	0
Olfr378	0	0	0	0	0	0	0	0	0	0	0	0
Olfr38	0	0	0	0	0	0	0	0	0	0	0	0
Olfr380	0	0	0	0	0	0	0	0	0	0	0	0
Olfr381	0	0	0	0	0	0	0	0	0	0	0	0
Olfr382	0	0	0	0	0	0	0	0	0	0	0	0
Olfr384	0	0	0	0	0	0	0	0	0	0	0	0
Olfr385	0	0	0	0	0	0	0	0	0	0	0	0
Olfr389	0	0	0	0	0	0	0	0	0	0	0	0
Olfr39	0	0	0	0	0	0	0	0	0	0	0	0
Olfr390	0	0	0	0	0	0	0	0	0	0	0	0
Olfr391-ps	0	0	0	0	0	0	0	0	0	0	0	0
Olfr392	0	0	0	0	0	0	0	0	0	0	0	0
Olfr393	0	0	0	0	0	0	0	0	0	0	0	0
Olfr394	0	0	0	0	0	0	0	0	0	0	0	0
Olfr395	0	0	0	0	0	0	0	0	0	0	0	0
Olfr397	0	0	0	0	0	0	0	0	0	0	0	0
Olfr398	0	0	0	0	0	0	0	0	0	0	0	0
Olfr399	0	0	0	0	0	0	0	0	0	0	0	0
Olfr401	0	0	0	0	0	0	0	0	0	0	0	0
Olfr402	0	0	0	0	0	0	0	0	0	0	0	0
Olfr403	0	0	0	0	0	0	0	0	0	0	0	0
Olfr406	0	0	0	0	0	0	0	0	0	0	0	0
Olfr410	0	0	0	0	0	0	0	0	0	0	0	0
Olfr411	0	0	0	0	0	0	0	0	0	0	0	0
Olfr412	0	0	0	0	0	0	0	0	0	0	0	0
Olfr414	2	0	0	4	0	1	3	2	0	0	1	1
Olfr417	0	0	0	1	0	0	0	1	0	0	0	0
Olfr418-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Olfr419	0	0	0	0	0	0	0	1	0	0	0	0
Olfr420	0	0	0	0	0	0	0	0	1	0	1	0
Olfr421-ps1	0	0	0	0	0	0	1	0	0	1	0	0
Olfr424	0	0	0	0	0	0	0	0	0	0	0	0
Olfr426	0	0	0	0	0	0	0	0	0	0	0	0
Olfr427	0	0	0	0	0	0	0	0	0	0	0	0
Olfr429	0	0	0	0	0	0	0	0	0	0	0	0
Olfr43	0	0	0	0	0	0	0	0	0	0	0	0
Olfr430	0	0	0	0	0	0	0	0	0	0	0	0
Olfr432	0	0	0	0	1	0	0	0	0	0	0	0
Olfr433	1	6	1	3	4	1	5	4	5	5	2	7
Olfr434	0	0	0	0	0	0	0	0	0	0	0	0
Olfr435	0	0	0	0	0	0	0	0	0	0	0	0
Olfr437	0	0	0	0	0	0	0	0	0	0	0	0
Olfr44	0	0	0	0	0	0	0	0	0	0	0	0
Olfr441	0	0	0	0	0	0	0	0	0	0	0	0
Olfr444	0	0	0	0	0	0	0	0	0	0	0	0
Olfr446	0	0	0	0	0	0	0	0	0	0	0	0
Olfr447	0	0	0	0	0	0	0	0	0	0	0	0
Olfr448	0	0	0	0	0	0	0	0	0	0	0	0
Olfr449	0	0	0	0	0	0	0	0	0	0	0	0
Olfr45	0	0	0	0	0	0	0	0	0	0	0	0
Olfr450	0	0	0	0	0	0	0	0	0	0	0	0
Olfr452	0	0	0	0	0	0	0	0	0	0	0	0
Olfr453	0	0	0	0	0	0	0	0	0	0	0	0
Olfr455	0	0	0	0	0	0	0	0	0	0	0	0
Olfr456	0	0	0	0	0	0	0	0	0	0	0	0
Olfr457	0	0	0	0	0	0	0	0	0	0	0	0
Olfr458	0	0	0	0	0	0	0	0	0	0	0	0
Olfr459	0	0	0	0	0	0	0	0	0	0	0	0
Olfr46	0	0	0	0	0	0	0	0	0	0	0	0
Olfr460	0	0	0	1	0	1	0	0	0	0	1	0
Olfr461	0	0	0	0	0	0	0	0	0	0	0	0
Olfr462	0	0	0	0	0	0	0	0	0	0	0	0
Olfr463	0	0	0	0	0	0	0	0	0	0	0	0
Olfr464	0	0	0	0	0	0	0	0	0	1	0	0
Olfr466	0	0	0	0	0	0	0	0	0	0	0	0
Olfr467	0	0	0	0	0	0	0	0	0	0	0	0
Olfr469	0	0	0	0	0	0	0	0	0	0	0	0
Olfr47	0	0	0	0	0	0	0	0	0	0	0	0
Olfr470	0	0	0	0	0	0	0	0	0	0	0	0
Olfr472	0	0	0	0	0	0	0	0	0	0	0	0
Olfr473	0	0	0	0	0	0	0	0	0	0	0	0
Olfr474	0	0	0	0	0	0	0	0	0	0	0	0
Olfr476	0	0	0	0	0	0	0	0	0	0	0	0
Olfr477	0	0	0	0	0	0	0	0	0	0	0	0
Olfr478	0	0	0	0	0	0	0	0	0	0	0	0
Olfr479	0	0	0	0	0	0	0	0	0	0	0	0
Olfr48	0	0	0	0	0	0	0	0	0	0	0	0
Olfr480	0	0	0	0	0	0	0	0	0	0	0	0
Olfr481	0	0	0	0	0	0	0	0	0	0	0	0
Olfr482	0	0	0	0	0	0	0	0	0	0	0	0
Olfr483	0	0	0	0	0	0	0	0	0	0	0	0
Olfr484	0	0	0	0	0	0	0	0	0	0	0	0
Olfr485	0	0	0	0	0	0	0	0	0	0	0	0
Olfr486	0	0	0	0	0	0	0	0	0	0	0	0
Olfr487	0	0	0	0	0	0	0	0	0	0	0	0
Olfr488	0	0	0	0	0	0	0	0	0	0	0	0
Olfr49	0	0	0	0	0	0	0	0	0	0	0	0
Olfr490	0	0	0	0	0	0	0	0	0	0	0	0
Olfr491	0	0	0	0	0	0	0	0	0	0	0	0
Olfr492	0	0	0	0	0	0	0	0	0	0	0	0
Olfr493	0	0	0	0	0	0	0	0	0	0	0	0
Olfr494	0	0	0	0	0	0	0	0	0	0	0	0
Olfr495	0	0	0	0	0	0	0	0	0	0	0	0
Olfr497	0	0	0	0	0	0	0	0	0	0	0	0
Olfr498	0	0	0	0	0	0	0	0	0	0	0	0
Olfr5	0	0	0	0	0	0	0	0	0	0	0	0
Olfr50	0	0	0	0	0	0	0	0	0	0	0	0
Olfr502	0	0	0	0	0	0	0	0	0	0	0	0
Olfr503	0	0	0	0	0	0	0	0	0	0	0	0
Olfr504	0	0	0	0	0	0	0	0	0	0	0	0
Olfr506	0	0	0	0	0	0	0	0	0	0	0	0
Olfr507	0	0	0	0	0	0	0	0	0	0	0	0
Olfr508	0	0	0	0	0	0	0	0	0	0	0	0
Olfr509	0	0	0	0	0	0	0	0	0	0	0	0
Olfr51	0	0	0	0	0	0	0	0	0	0	0	0
Olfr510	0	0	0	0	0	0	0	0	0	0	0	0
Olfr512	0	0	0	0	0	0	0	0	0	0	0	0
Olfr513	0	0	0	0	0	0	0	0	0	0	0	0
Olfr514	0	0	0	0	0	0	0	0	0	0	0	0
Olfr516	0	0	0	0	0	0	0	0	0	0	0	0
Olfr517	0	0	0	0	0	0	0	0	0	0	0	0
Olfr518	0	0	0	0	0	0	0	0	0	0	0	0
Olfr519	0	0	0	0	0	0	0	0	0	0	0	0
Olfr52	0	0	0	0	0	0	0	0	0	0	0	0
Olfr520	0	0	0	0	0	0	0	0	0	0	0	0
Olfr521	0	0	0	0	0	0	0	0	0	0	0	0
Olfr522	0	0	0	0	0	0	0	0	0	0	0	0
Olfr523	0	0	0	0	0	0	0	0	0	0	1	0
Olfr524	0	0	0	0	0	0	0	0	0	0	0	0
Olfr525	0	0	0	0	0	0	0	0	0	0	0	0
Olfr527	0	0	0	0	0	0	0	0	0	0	0	0
Olfr53	0	0	0	0	0	0	0	0	0	0	0	0
Olfr530	0	0	0	0	0	0	0	0	0	0	0	0
Olfr531	0	0	0	0	0	0	0	0	0	0	0	0
Olfr532	0	0	0	0	0	0	0	0	0	0	0	0
Olfr533	0	0	0	0	0	0	0	0	0	0	0	0
Olfr535	0	0	0	0	0	0	0	0	0	0	0	0
Olfr536	0	0	0	0	0	0	0	0	0	0	0	0
Olfr538	0	0	0	0	0	0	0	0	0	0	0	0
Olfr539	0	0	0	0	0	0	0	0	0	0	0	0
Olfr54	0	0	0	0	0	0	0	0	0	0	0	0
Olfr541	0	0	0	0	0	0	0	0	0	0	0	0
Olfr543	0	0	0	0	0	0	1	0	0	0	0	0
Olfr544	0	0	0	0	0	0	0	0	0	0	0	0
Olfr545	0	0	0	0	0	0	0	0	0	0	0	0
Olfr547	0	0	0	0	0	0	0	0	0	0	0	0
Olfr549	0	0	0	0	0	0	0	0	0	0	0	0
Olfr55	0	0	0	0	0	0	0	0	0	0	0	0
Olfr550	0	0	0	0	0	0	0	0	0	0	0	0
Olfr551	0	0	0	0	0	0	0	0	0	0	0	0
Olfr552	0	0	0	0	0	0	0	0	0	0	0	0
Olfr553	0	0	0	0	0	0	0	0	0	0	0	0
Olfr554	0	0	0	0	0	0	0	0	0	0	0	0
Olfr555	0	0	0	0	0	0	0	0	0	0	0	0
Olfr556	0	0	0	0	0	0	0	0	0	0	0	0
Olfr557	0	0	0	0	0	0	0	0	0	0	0	0
Olfr558	5	3	6	1	1	3	2	4	4	2	4	3
Olfr559	0	0	0	0	0	0	0	0	0	0	0	0
Olfr56	20	15	11	8	12	8	10	10	12	21	20	14
Olfr560	0	0	0	0	0	0	0	0	0	0	0	0
Olfr561	0	0	0	0	0	0	0	0	0	0	0	0
Olfr564	0	0	0	0	0	0	0	0	0	0	0	0
Olfr566	0	0	0	0	0	0	0	0	0	0	0	0
Olfr568	0	0	0	0	0	0	0	0	0	0	0	0
Olfr569	0	0	0	0	0	0	0	0	0	0	0	0
Olfr57	0	0	0	0	0	0	0	0	0	0	0	0
Olfr570	0	0	0	0	0	0	0	0	0	0	0	0
Olfr571	0	0	0	0	0	0	0	0	0	0	0	0
Olfr572	0	0	0	0	0	0	0	0	0	0	0	0
Olfr574	0	0	0	0	0	0	0	0	0	0	0	0
Olfr575	0	0	0	0	0	0	0	0	0	0	0	0
Olfr576	0	0	0	0	0	0	0	0	0	0	0	0
Olfr577	0	0	0	0	0	0	0	0	0	0	0	0
Olfr578	0	0	0	0	0	0	0	0	0	0	0	0
Olfr58	0	0	0	0	0	0	0	0	0	0	0	0
Olfr582	0	0	0	0	0	0	0	0	0	0	0	0
Olfr583	0	0	0	0	0	0	0	0	0	0	0	0
Olfr584	0	0	0	0	0	0	0	0	0	0	0	0
Olfr585	0	0	0	0	0	0	0	0	0	0	0	0
Olfr586	0	0	0	0	0	0	0	0	0	0	0	0
Olfr589	0	0	0	0	0	0	0	0	0	0	0	0
Olfr59	0	0	0	0	0	0	0	0	0	0	0	0
Olfr591	0	0	0	0	0	0	0	0	0	0	0	0
Olfr592	0	0	0	0	0	0	0	0	0	0	0	0
Olfr593	0	0	0	0	0	0	0	0	0	0	0	0
Olfr594	0	0	0	0	0	0	0	0	0	0	0	0
Olfr596	0	0	0	0	0	0	0	0	0	0	0	0
Olfr597	0	0	0	0	0	0	0	0	0	0	0	0
Olfr598	0	0	0	0	0	0	0	0	0	0	0	0
Olfr599	0	0	0	0	0	0	0	0	0	0	0	0
Olfr6	0	0	0	0	0	0	0	0	0	0	0	0
Olfr60	0	0	0	0	0	0	0	0	0	0	0	0
Olfr600	0	0	0	0	0	0	0	0	0	0	0	0
Olfr601	0	0	0	0	0	0	0	0	0	0	0	0
Olfr603	0	0	0	0	0	0	0	0	0	0	0	0
Olfr605	0	0	0	0	0	0	0	0	0	0	0	0
Olfr606	0	0	0	0	0	0	0	0	0	0	0	0
Olfr608	0	0	0	0	0	0	0	0	0	0	0	0
Olfr609	0	0	0	0	0	0	0	0	0	0	0	0
Olfr61	0	0	0	0	0	0	0	0	0	0	0	0
Olfr610	0	0	0	0	0	0	0	0	0	0	0	0
Olfr611	0	0	0	0	0	0	0	0	0	0	0	0
Olfr612	0	0	0	0	0	0	0	0	0	0	0	0
Olfr613	0	0	0	0	0	0	0	0	0	0	0	0
Olfr615	0	0	0	0	0	0	0	0	0	0	0	0
Olfr616	0	0	0	0	0	0	0	0	0	0	0	0
Olfr617	0	0	0	0	0	0	0	0	0	0	0	0
Olfr618	0	0	0	0	0	0	0	0	0	0	0	0
Olfr619	0	0	0	0	0	0	0	0	0	0	0	0
Olfr62	0	0	0	0	0	0	0	0	0	0	0	0
Olfr620	0	0	0	0	0	0	0	0	0	0	0	0
Olfr622	0	0	0	0	1	0	0	1	0	0	0	0
Olfr623	0	0	0	0	0	0	0	0	0	0	0	0
Olfr624	0	0	0	0	0	0	0	0	0	0	0	0
Olfr628	0	0	0	0	0	0	0	0	0	0	0	0
Olfr629	4	1	4	2	1	3	2	1	6	1	3	3
Olfr63	0	0	0	0	0	0	0	0	0	0	0	0
Olfr630	1	0	1	0	3	1	1	2	0	2	0	0
Olfr631	1	1	0	1	3	1	0	0	0	1	0	0
Olfr632	0	0	0	2	0	0	0	2	0	0	0	0
Olfr633	0	0	0	0	0	0	0	0	0	0	0	0
Olfr635	0	1	0	0	0	0	0	0	0	0	0	0
Olfr638	0	0	0	0	0	0	0	0	0	0	0	0
Olfr639	0	0	0	0	0	0	0	0	0	0	0	0
Olfr64	0	0	0	0	0	0	0	0	0	0	0	0
Olfr640	0	0	0	0	0	0	0	0	0	0	0	0
Olfr641	0	0	0	0	0	0	0	0	0	0	0	0
Olfr642	0	0	0	0	0	0	0	0	0	0	0	0
Olfr643	0	0	0	0	0	0	0	0	0	0	0	0
Olfr644	0	0	0	0	0	0	0	0	0	0	0	0
Olfr645	0	0	0	0	0	0	0	0	0	0	0	0
Olfr646	0	0	0	0	0	0	0	0	0	0	0	0
Olfr648	0	0	0	0	0	0	0	0	0	0	0	0
Olfr649	0	0	0	0	0	0	0	0	0	0	0	0
Olfr65	0	0	0	0	0	0	0	0	0	0	0	0
Olfr651	0	0	0	0	0	0	0	0	0	0	0	0
Olfr652	0	0	0	0	0	0	0	0	0	0	0	0
Olfr653	0	0	0	0	0	0	0	0	0	0	0	0
Olfr654	0	0	0	0	0	0	0	0	0	0	0	0
Olfr655	0	0	0	0	1	0	0	0	0	0	0	0
Olfr656	0	0	0	0	0	0	0	0	0	0	0	0
Olfr657	0	0	0	0	0	0	0	0	0	0	0	0
Olfr658	0	2	0	1	0	1	0	1	0	2	2	0
Olfr659	0	0	0	0	0	0	0	0	0	0	0	0
Olfr66	0	0	0	0	0	0	0	0	0	0	0	0
Olfr661	0	0	0	0	0	0	0	0	0	0	0	0
Olfr663	0	0	0	0	0	0	0	0	0	0	0	0
Olfr665	0	0	0	0	0	0	0	0	0	0	0	0
Olfr666	0	0	0	0	0	0	0	0	0	0	0	0
Olfr667	0	0	0	0	0	0	0	0	0	0	0	0
Olfr668	0	0	0	0	0	0	0	0	0	0	0	0
Olfr669	0	0	0	0	0	0	0	0	0	0	0	0
Olfr67	0	0	1	1	0	1	4	0	9	1	1	2
Olfr670	0	0	0	0	0	0	0	0	0	0	0	0
Olfr671	0	0	0	0	0	0	0	0	0	0	0	0
Olfr672	0	0	0	0	0	0	0	0	0	0	0	0
Olfr675	0	0	0	0	0	0	0	0	0	0	0	0
Olfr676	0	0	0	0	0	0	0	0	0	0	0	0
Olfr677	0	0	0	0	0	0	0	0	0	0	0	0
Olfr678	0	0	0	0	0	0	0	0	0	0	0	0
Olfr679	0	0	0	0	0	0	0	0	0	0	0	0
Olfr68	0	2	0	2	0	0	0	1	1	1	2	0
Olfr681	0	0	0	0	0	0	0	0	0	0	0	0
Olfr683	0	0	0	0	0	0	0	0	0	0	0	0
Olfr684	0	0	0	0	0	0	0	0	0	0	0	0
Olfr685	0	0	0	0	0	0	0	0	0	0	0	0
Olfr686	0	0	0	0	0	0	0	0	0	0	0	0
Olfr688	0	0	0	0	0	0	0	0	0	0	0	0
Olfr689	0	0	0	0	0	0	0	0	0	0	0	0
Olfr69	0	0	0	1	0	1	1	0	1	0	1	2
Olfr690	0	0	0	1	0	0	0	0	0	1	0	0
Olfr691	0	1	0	0	2	0	0	0	1	2	0	0
Olfr692	0	0	0	0	0	0	0	0	0	0	0	0
Olfr693	0	0	0	0	0	0	0	0	0	0	0	0
Olfr694	0	0	0	0	0	0	0	0	0	0	0	0
Olfr695	0	0	0	0	0	0	0	0	0	0	0	0
Olfr697	0	0	0	0	0	0	0	0	0	0	0	0
Olfr698	0	0	0	0	0	0	0	0	0	0	0	0
Olfr699	0	0	0	0	0	0	0	0	0	0	0	0
Olfr70	0	0	0	0	0	0	0	0	0	0	0	0
Olfr700	0	0	0	0	0	0	0	0	0	0	0	0
Olfr701	0	0	1	0	0	0	0	0	0	0	0	0
Olfr702	0	0	0	0	0	0	0	0	0	0	0	0
Olfr703	0	0	0	0	0	0	0	0	0	0	0	0
Olfr704	0	0	0	0	0	0	0	0	0	0	0	0
Olfr705	0	0	0	0	0	0	0	0	0	0	0	0
Olfr706	0	0	0	0	0	0	0	0	0	0	0	0
Olfr707	0	0	0	0	0	0	0	0	0	0	0	0
Olfr71	0	0	0	0	0	0	0	0	0	0	0	0
Olfr710	0	0	0	0	0	0	0	0	0	0	0	0
Olfr711	0	0	0	0	0	0	0	0	0	0	0	0
Olfr713	0	0	0	0	0	0	0	0	0	0	0	0
Olfr714	0	0	0	0	0	0	0	0	0	0	0	0
Olfr715	0	0	0	0	0	0	0	0	0	0	0	0
Olfr716	0	0	0	0	0	0	0	0	0	0	0	0
Olfr720	0	0	0	0	0	0	0	0	0	0	0	0
Olfr722	0	0	0	0	0	0	0	0	0	0	0	0
Olfr723	0	0	0	0	0	0	0	0	0	0	0	0
Olfr724	0	0	0	0	0	0	0	0	0	0	0	0
Olfr725	0	0	0	0	0	0	0	0	0	0	0	0
Olfr726	0	0	0	0	0	0	0	0	0	0	0	0
Olfr727	0	0	0	0	0	0	0	0	0	0	0	0
Olfr728	0	0	0	0	0	0	0	0	0	0	0	0
Olfr729	0	0	0	0	0	0	0	0	0	0	0	0
Olfr73	0	0	0	0	0	0	0	0	0	0	0	0
Olfr730	0	0	0	0	0	0	0	0	0	0	0	0
Olfr731	0	0	0	0	0	0	0	0	0	0	0	0
Olfr732	0	0	0	0	0	0	0	0	0	0	0	0
Olfr733	0	0	0	0	0	0	0	0	0	0	0	0
Olfr734	0	0	0	0	0	0	0	0	0	0	0	0
Olfr735	0	0	0	0	0	0	0	0	0	0	0	0
Olfr736	0	0	0	0	0	0	0	0	0	0	0	0
Olfr738	0	0	0	0	0	0	0	0	0	0	0	0
Olfr739	0	0	0	0	0	0	0	0	0	0	0	0
Olfr74	0	0	0	0	0	0	0	0	0	0	0	0
Olfr740	0	0	0	0	0	0	0	0	0	0	0	0
Olfr741	0	0	0	0	0	0	0	0	0	0	0	0
Olfr742	0	0	0	0	0	0	0	0	0	0	0	0
Olfr743	0	0	0	0	0	0	0	0	0	0	0	0
Olfr744	0	0	0	0	0	0	0	0	0	0	0	0
Olfr745	0	0	0	0	0	0	0	0	0	0	0	0
Olfr746	0	0	0	0	0	0	0	0	0	0	0	0
Olfr747	0	0	0	0	0	0	0	0	0	0	0	0
Olfr748	0	0	0	0	0	0	0	0	0	0	0	0
Olfr749	0	0	0	0	0	0	0	0	0	0	0	0
Olfr75-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Olfr750	0	0	0	1	0	0	1	0	0	0	0	0
Olfr76	0	0	0	0	0	0	0	0	0	0	0	0
Olfr761	0	0	0	0	0	0	0	0	0	0	0	0
Olfr763	0	0	0	0	0	0	0	0	0	0	0	0
Olfr765	0	0	0	0	0	0	0	0	0	0	0	0
Olfr767	0	0	0	0	0	0	0	0	0	0	0	0
Olfr768	0	0	0	0	0	0	0	0	0	0	0	0
Olfr769	0	0	0	0	0	0	0	0	0	0	0	0
Olfr77	0	0	0	0	0	0	0	0	0	0	0	0
Olfr770	0	0	0	0	0	0	0	0	0	0	0	0
Olfr771	0	0	0	0	0	0	0	0	0	0	0	0
Olfr772	0	0	0	0	0	0	0	0	0	0	0	0
Olfr773	0	0	0	0	0	0	0	0	0	0	0	0
Olfr774	0	0	0	0	0	0	0	0	0	0	0	0
Olfr775	0	0	0	0	0	0	0	0	0	0	0	0
Olfr776	0	0	0	0	0	0	0	0	0	0	0	0
Olfr777	0	0	0	0	0	0	0	0	0	0	0	0
Olfr78	3	0	0	0	0	0	0	1	0	0	2	1
Olfr780	0	0	0	0	0	0	0	0	0	0	0	0
Olfr781	0	0	0	0	0	0	0	0	0	0	0	0
Olfr782	0	0	0	0	0	0	0	0	0	0	0	0
Olfr784	0	0	0	0	0	0	0	0	0	0	0	0
Olfr786	0	0	0	0	0	0	0	0	0	0	0	0
Olfr787	0	0	0	0	0	0	0	0	0	0	0	0
Olfr788	0	0	0	0	0	0	0	0	0	0	0	0
Olfr790	0	0	0	0	0	0	0	0	0	0	0	0
Olfr791	0	0	0	0	0	0	0	0	0	0	0	0
Olfr792	0	0	0	0	0	0	0	0	0	0	0	0
Olfr794	0	0	0	0	0	0	0	0	0	0	0	0
Olfr796	0	0	0	0	0	0	0	0	0	0	0	0
Olfr798	0	0	0	0	0	0	0	0	0	0	0	0
Olfr799	0	0	0	0	0	0	0	0	0	0	0	0
Olfr8	0	0	0	0	0	0	0	0	0	0	0	0
Olfr800	0	0	0	0	0	0	0	0	0	0	0	0
Olfr801	0	0	0	0	0	0	0	0	0	0	0	0
Olfr802	0	0	0	0	0	0	0	0	0	0	0	0
Olfr803	0	0	0	0	0	0	0	0	0	0	0	0
Olfr804	0	0	0	0	0	0	0	0	0	0	0	0
Olfr805	0	0	0	0	0	0	0	0	0	0	0	0
Olfr806	0	0	0	0	0	0	0	0	0	0	0	0
Olfr807	0	0	0	0	0	0	0	0	0	0	0	0
Olfr808	0	0	0	0	0	0	0	0	0	0	0	0
Olfr809	0	0	0	0	0	0	0	0	0	0	0	0
Olfr810	0	0	0	0	0	0	0	0	0	0	0	0
Olfr811	0	0	0	0	0	0	0	0	0	0	0	0
Olfr812	0	0	0	0	0	0	0	0	0	0	0	0
Olfr813	0	0	0	0	0	0	0	0	0	0	0	0
Olfr814	0	0	0	0	0	0	0	0	0	0	0	0
Olfr815	0	0	0	0	0	0	0	0	0	0	0	0
Olfr816	0	0	0	0	0	0	0	0	0	0	0	0
Olfr818	0	0	0	0	0	0	0	0	0	0	0	0
Olfr819	0	0	0	0	0	0	0	0	0	0	0	0
Olfr820	0	0	0	0	0	0	0	0	0	0	0	0
Olfr821	0	0	0	0	0	0	0	0	0	0	0	0
Olfr822	0	0	0	0	0	0	0	0	0	0	0	0
Olfr823	0	0	0	0	0	0	0	0	0	0	0	0
Olfr824	0	0	0	0	0	0	0	0	0	0	0	0
Olfr825	0	0	0	0	0	0	0	0	0	0	0	0
Olfr826	0	0	0	0	0	0	0	0	0	0	0	0
Olfr827	0	0	0	0	0	0	0	0	0	0	0	0
Olfr828	0	0	0	0	0	0	0	0	0	0	0	0
Olfr829	0	0	0	0	0	0	0	0	0	0	0	0
Olfr830	0	0	0	0	0	0	0	0	0	0	0	0
Olfr832	0	0	0	0	0	0	0	0	0	0	0	0
Olfr834	0	0	0	0	0	0	0	0	0	0	0	0
Olfr835	0	0	0	0	0	0	0	0	0	0	0	0
Olfr836	0	0	0	0	0	0	0	0	0	0	0	0
Olfr837	0	0	0	0	0	0	0	0	0	0	0	0
Olfr843	0	0	0	0	0	0	0	0	0	0	0	0
Olfr845	0	0	0	0	0	0	0	0	0	0	0	0
Olfr846	0	0	0	0	0	0	0	0	0	0	0	0
Olfr847	0	0	0	0	0	0	0	0	0	0	0	0
Olfr849	0	0	0	0	0	0	0	0	0	0	0	0
Olfr850	0	0	0	0	0	0	0	0	0	0	0	0
Olfr851	0	0	0	0	0	0	0	0	0	0	0	0
Olfr853	0	0	0	0	0	0	0	0	0	0	0	0
Olfr854	0	0	0	0	0	0	0	0	0	0	0	0
Olfr855	0	0	0	0	0	0	0	0	0	0	0	0
Olfr856-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Olfr857	0	0	1	0	0	0	0	0	0	0	0	0
Olfr859	0	0	0	0	0	0	0	0	0	0	0	0
Olfr860	0	0	0	0	0	0	0	0	0	0	0	0
Olfr862	0	0	0	0	0	0	0	0	0	0	0	0
Olfr866	0	0	0	0	0	0	0	0	0	0	0	0
Olfr867	0	0	0	0	0	0	0	0	0	0	0	0
Olfr868	0	0	0	0	0	0	0	0	0	0	0	0
Olfr869	0	0	0	0	0	0	0	0	0	0	0	0
Olfr870	0	0	0	0	0	0	0	0	0	0	0	0
Olfr871	0	0	0	0	0	0	0	0	0	0	0	0
Olfr872	0	0	0	0	0	0	0	0	0	0	0	0
Olfr873	0	0	0	0	0	0	0	0	0	0	0	0
Olfr874	0	0	0	0	0	0	0	0	0	0	0	0
Olfr875	0	0	0	0	0	0	0	0	0	0	0	0
Olfr876	0	0	0	0	0	0	0	0	0	0	0	0
Olfr877	0	0	0	0	0	0	0	0	0	0	0	0
Olfr878	0	0	0	0	0	0	0	0	0	0	0	0
Olfr881	0	0	0	0	0	0	0	0	0	0	0	0
Olfr883	0	0	0	0	0	0	0	0	0	0	0	0
Olfr884	0	0	0	0	0	0	0	0	0	0	0	0
Olfr885	0	0	0	0	0	0	0	0	0	0	0	0
Olfr887	0	0	0	0	0	0	0	0	0	0	0	0
Olfr888	0	0	0	0	0	0	0	0	0	0	0	0
Olfr889	0	0	0	0	0	0	0	0	0	0	0	0
Olfr890	0	0	0	0	0	0	0	0	0	0	0	0
Olfr891	0	0	0	0	0	0	0	0	0	0	0	0
Olfr893	0	0	0	0	0	0	0	0	0	0	0	0
Olfr894	0	0	0	0	0	0	0	0	0	0	0	0
Olfr895	0	0	0	0	0	0	0	0	0	0	0	0
Olfr898	0	0	0	0	0	0	0	0	0	0	0	0
Olfr899	0	0	0	0	0	0	0	0	0	0	0	0
Olfr9	0	0	0	0	0	0	0	0	0	0	0	0
Olfr90	0	0	0	0	0	0	0	0	0	0	0	0
Olfr900	0	0	0	0	0	0	0	0	0	0	0	0
Olfr901	0	0	0	0	0	0	0	0	0	0	0	0
Olfr902	0	0	0	0	0	0	0	0	0	0	0	0
Olfr904	0	0	0	0	0	0	0	0	0	0	0	0
Olfr905	0	0	0	0	0	0	0	0	0	0	0	0
Olfr906	0	0	0	0	0	0	0	0	0	0	0	0
Olfr907	0	0	0	0	0	0	0	0	0	0	0	0
Olfr908	0	0	0	0	0	0	0	0	0	0	0	0
Olfr91	0	0	0	0	0	0	0	0	0	0	0	0
Olfr910	0	0	0	0	0	0	0	0	0	0	0	0
Olfr911-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Olfr912	0	0	0	0	0	0	0	0	0	0	0	0
Olfr913	0	0	0	0	0	0	0	0	0	0	0	0
Olfr914	0	0	0	0	0	0	0	0	0	0	0	0
Olfr915	0	0	0	0	0	0	0	0	0	0	0	0
Olfr916	0	0	0	0	0	0	0	0	0	0	0	0
Olfr917	0	0	0	0	0	0	0	0	0	0	0	0
Olfr918	0	0	0	0	0	0	0	0	0	0	0	0
Olfr919	0	0	0	0	0	0	0	0	0	0	0	0
